;Paper;Name;Latitude;Longitude;Mean basin elevation (m);Basin Relief (m);Basin Area (km2);Mean Latutide (dec. Deg.);Mean Longitude (dec. Deg);Effective basin elevation (m);Mean Basin slope;Rock type;Mean annual precipitation (mm/yr);Mean annual Temperature (C);% Vegetation;Seismicity;Seismic regime;Climate zone main;Cronus erosion rate (m/My);Cronus erosion rate error (m/My)
1079;Stock et al., 2009, Wasach Mtns, Utah;SG;40,62;-111,74;2387;1517;2,92;40,614;-111,737;2422.0;36,3;Metamorphic;903.0;2.0;44.0;1,934803;No;Cold;161,42;18,34
1080;Stock et al., 2009, Wasach Mtns, Utah;LF;40,57;-111,73;2788;1522;2,65;40,584;-111,724;2816.0;35;Igneous;822.0;4.0;53.0;1,934803;No;Cold;438,05;71,27
1081;Stock et al., 2009, Wasach Mtns, Utah;TG;40,58;-111,7;2884;1181;1,59;40,585;-111,703;2900.0;35,3;Igneous;930.0;2.0;51.0;1,934803;No;Cold;481,37;50,32
1082;Stock et al., 2009, Wasach Mtns, Utah;CG;40,57;-111,74;2727;1492;1,76;40,557;-111,733;2751.0;33,6;Igneous;899.0;2.0;58.0;1,934803;No;Cold;731,55;78,99
1083;Stock et al., 2009, Wasach Mtns, Utah;RC;40,54;-111,8;2540;1739;3,57;40,533;-111,781;2580.0;30;Igneous;872.0;2.0;26.0;1,934803;No;Cold;159,24;12,96
1084;Stock et al., 2009, Wasach Mtns, Utah;BC;40,52;-111,82;2327;1376;3,02;40,519;-111,804;2352.0;27,4;Igneous;803.0;4.0;15.0;1,934803;No;Cold;92,16;8,13
1086;Sullivan 2007, Blue Ridge, NC and VA;CS-01;36,618;-80,778;867;91;2,05;36,626;-80,773;867.0;4,8;Metamorphic;1182.0;10.0;80.0;0,426849;No;Temperate;8,36;0,7
1087;Sullivan 2007, Blue Ridge, NC and VA;CS-02;36,446;-80,848;477;181;2,82;36,46;-80,851;476.0;6,2;Metamorphic;1177.0;12.0;80.0;0,426849;No;Temperate;9,44;0,77
1088;Sullivan 2007, Blue Ridge, NC and VA;CS-03;36,466;-80,834;549;645;89,72;36,518;-80,872;557.0;9,5;Metamorphic;1165.0;11.0;76.0;0,426849;No;Temperate;14,49;1,15
1089;Sullivan 2007, Blue Ridge, NC and VA;CS-04;36,472;-80,858;502;226;0,92;36,472;-80,865;502.0;13,4;Metamorphic;1170.0;12.0;80.0;0,426849;No;Temperate;16,37;1,28
1090;Sullivan 2007, Blue Ridge, NC and VA;CS-05;36,474;-80,859;478;265;4,07;36,485;-80,871;477.0;8,4;Metamorphic;1164.0;12.0;78.0;0,426849;No;Temperate;10,27;0,84
1091;Sullivan 2007, Blue Ridge, NC and VA;CS-06;36,539;-80,86;601;318;0,48;36,547;-80,859;599.0;16,6;Metamorphic;1148.0;12.0;80.0;0,426849;No;Temperate;24,4;1,85
1092;Sullivan 2007, Blue Ridge, NC and VA;CS-07;36,556;-80,799;720;582;1,03;36,562;-80,812;737.0;17,9;Metamorphic;1184.0;11.0;80.0;0,426849;No;Temperate;19,2;1,52
1093;Sullivan 2007, Blue Ridge, NC and VA;CS-08;36,552;-80,791;858;151;3,72;36,615;-80,807;857.0;4,8;Metamorphic;1179.0;10.0;63.0;0,426849;No;Temperate;9,23;0,77
1094;Sullivan 2007, Blue Ridge, NC and VA;CS-09;35,33;-82,391;685;90;4,18;35,344;-82,386;684.0;3,3;Metamorphic;1395.0;12.0;40.0;0,637172;No;Temperate;13,72;1,09
1095;Sullivan 2007, Blue Ridge, NC and VA;CS-10;35,357;-82,401;714;86;0,58;35,359;-82,396;715.0;7,5;Metamorphic;1372.0;12.0;62.0;0,637172;No;Temperate;15,57;1,22
1096;Sullivan 2007, Blue Ridge, NC and VA;CS-13;35,311;-82,221;390;252;3,09;35,308;-82,234;391.0;7,7;Metamorphic;1399.0;14.0;75.0;0,652341;No;Temperate;13,99;1,17
1097;Sullivan 2007, Blue Ridge, NC and VA;CS-14;35,292;-82,234;566;505;0,7;35,287;-82,229;594.0;18;Metamorphic;1422.0;14.0;80.0;0,652341;No;Temperate;48,74;3,62
1098;Sullivan 2007, Blue Ridge, NC and VA;CS-15;35,34;-82,182;457;706;17,64;35,374;-82,222;462.0;9,7;Metamorphic;1375.0;13.0;73.0;0,652341;No;Temperate;15,63;1,2
1099;Sullivan 2007, Blue Ridge, NC and VA;CS-16;35,542;-82,381;884;559;11,06;35,545;-82,352;886.0;13,7;Metamorphic;1363.0;11.0;78.0;0,637172;No;Temperate;15,59;1,24
1100;Sullivan 2007, Blue Ridge, NC and VA;CS-18;35,621;-82,33;812;361;3,31;35,633;-82,335;814.0;11,1;Metamorphic;1317.0;11.0;77.0;0,63075;No;Temperate;12,01;0,96
1101;Sullivan 2007, Blue Ridge, NC and VA;CS-19;35,636;-82,219;701;496;6,43;35,632;-82,244;705.0;16,2;Metamorphic;1316.0;12.0;80.0;0,650875;No;Temperate;32,96;2,5
1102;Sullivan 2007, Blue Ridge, NC and VA;CS-20;35,621;-82,179;678;648;35,12;35,606;-82,233;685.0;12,7;Metamorphic;1323.0;12.0;78.0;0,650875;No;Temperate;28,75;2,28
1103;Sullivan 2007, Blue Ridge, NC and VA;CS-21;35,584;-82,164;593;619;47,39;35,574;-82,203;598.0;10,7;Metamorphic;1310.0;13.0;79.0;0,650875;No;Temperate;22,51;1,7
1104;Sullivan 2007, Blue Ridge, NC and VA;CS-22;35,569;-82,217;718;565;10,42;35,563;-82,235;722.0;14,7;Metamorphic;1332.0;12.0;80.0;0,650875;No;Temperate;31,67;2,47
1105;Sullivan 2007, Blue Ridge, NC and VA;CS-23;35,525;-82,168;679;517;4,05;35,536;-82,16;683.0;13,7;Metamorphic;1369.0;12.0;80.0;0,652341;No;Temperate;27,3;2,52
1106;Sullivan 2007, Blue Ridge, NC and VA;CS-24;35,548;-82,405;1057;579;5,07;35,563;-82,4;1064.0;16,4;Metamorphic;1491.0;10.0;80.0;0,63075;No;Temperate;34,18;2,65
1107;Sullivan 2007, Blue Ridge, NC and VA;CS-25;36,717;-80,433;902;164;5,28;36,731;-80,443;902.0;5,5;Metamorphic;1204.0;10.0;75.0;0,316836;No;Temperate;8,46;0,76
1108;Sullivan 2007, Blue Ridge, NC and VA;CS-26;36,774;-80,463;924;374;4,78;36,784;-80,461;923.0;10,6;Metamorphic;1186.0;10.0;79.0;0,247844;No;Temperate;10,35;0,86
1109;Sullivan 2007, Blue Ridge, NC and VA;CS-27;36,76;-80,372;950;157;8,5;36,769;-80,37;951.0;5,7;Metamorphic;1209.0;10.0;62.0;0,24914;No;Temperate;9,93;0,85
1110;Sullivan 2007, Blue Ridge, NC and VA;CS-28;36,785;-80,298;622;541;6,19;36,791;-80,317;626.0;14,2;Metamorphic;1203.0;11.0;80.0;0,24914;No;Temperate;17,31;1,38
1111;Sullivan 2007, Blue Ridge, NC and VA;CS-29;36,725;-80,226;566;545;18,17;36,713;-80,236;571.0;11,2;Metamorphic;1255.0;12.0;76.0;0,384531;No;Temperate;7,2;0,6
1112;Sullivan 2007, Blue Ridge, NC and VA;CS-30;36,659;-80,18;427;193;4,47;36,667;-80,181;427.0;4,8;Metamorphic;1252.0;12.0;76.0;0,384531;No;Temperate;9,85;0,94
1113;Sullivan 2007, Blue Ridge, NC and VA;CS-31;36,664;-80,34;690;399;5,46;36,68;-80,348;690.0;16,3;Metamorphic;1236.0;11.0;79.0;0,384531;No;Temperate;34,52;2,64
1114;Sullivan 2007, Blue Ridge, NC and VA;CS-32;36,616;-80,451;829;645;116,44;36,702;-80,409;833.0;9,1;Metamorphic;1217.0;10.0;75.0;0,384531;No;Temperate;24,9;1,92
1116;Tomkins er al., 2007, Australia;BM-21;150,162;-33,415;1125;219;13,86;-33,417;150,182;1126.0;7,4;Sedimentary;1095.0;11.0;80.0;0,867291;No;Temperate;23,52;1,86
1117;Tomkins er al., 2007, Australia;BM-23;150,162;-33,417;1101;154;1,06;-33,425;150,163;1101.0;6,6;Sedimentary;1049.0;11.0;80.0;0,867291;No;Temperate;32,11;2,65
1119;Vanacker et al., 2007, Sri Lanka;HP-2;6,803;80,808;2146;202;6,77;6,813;80,817;2148.0;4,8;Metamorphic;1968.0;14.0;79.0;0,056335;No;Temperate;2,64;0,25
1120;Vanacker et al., 2007, Sri Lanka;HP-3;6,812;80,799;2118;87;1,1;6,811;80,802;2119.0;5,1;Metamorphic;1975.0;15.0;80.0;0,056335;No;Temperate;3,09;0,29
1121;Vanacker et al., 2007, Sri Lanka;BO-U1;6,8;80,803;2132;97;0,94;6,801;80,8;2131.0;4,9;Metamorphic;1977.0;15.0;80.0;0,056335;No;Temperate;2,59;0,26
1122;Vanacker et al., 2007, Sri Lanka;HP-1;6,8;80,785;2161;117;0,99;6,801;80,786;2161.0;7,6;Metamorphic;1984.0;15.0;80.0;0,056335;No;Temperate;1,92;0,19
1123;Vanacker et al., 2007, Sri Lanka;HP-4;6,797;80,778;2206;197;1,27;6,797;80,775;2206.0;12,6;Metamorphic;1988.0;14.0;80.0;0,056335;No;Temperate;2,22;0,21
1124;Vanacker et al., 2007, Sri Lanka;BO-U2;6,791;80,789;2096;128;1,36;6,785;80,792;2098.0;8,1;Metamorphic;2006.0;16.0;80.0;0,056335;No;Temperate;3,83;0,36
1125;Vanacker et al., 2007, Sri Lanka;BO-U3;6,789;80,797;2194;254;1,11;6,792;80,777;2193.0;11,6;Metamorphic;1986.0;14.0;80.0;0,056335;No;Temperate;2,99;0,28
1126;Vanacker et al., 2007, Sri Lanka;BO-U5;6,784;80,783;2076;62;0,03;6,782;80,784;2078.0;11,5;Metamorphic;1986.0;15.0;80.0;0,056335;No;Temperate;4,7;0,43
1127;Vanacker et al., 2007, Sri Lanka;BO-U4;6,783;80,782;2143;312;16,87;6,802;80,801;2143.0;7;Metamorphic;1978.0;15.0;80.0;0,056335;No;Temperate;3,58;0,44
1128;Vanacker et al., 2007, Sri Lanka;KO-R1F;6,775;80,814;1721;527;0,29;6,777;80,807;1745.0;23,5;Metamorphic;2009.0;16.0;80.0;0,056335;No;Temperate;65,51;12,87
1129;Vanacker et al., 2007, Sri Lanka;KO-F4;6,771;80,8;1677;798;1,23;6,762;80,807;1704.0;27,4;Metamorphic;2071.0;17.0;55.0;0,056335;No;Temperate;54,93;6,6
1130;Vanacker et al., 2007, Sri Lanka;KO-T1;6,771;80,797;1524;608;0,17;6,767;80,792;1531.0;37,8;Metamorphic;2048.0;20.0;48.0;0,056335;No;Temperate;69,39;8,71
1131;Vanacker et al., 2007, Sri Lanka;KO-G1;6,759;80,789;1755;1120;0,94;6,767;80,796;1773.0;28;Metamorphic;2008.0;15.0;80.0;0,056335;No;Temperate;24,67;2,78
1132;Vanacker et al., 2007, Sri Lanka;KO-G3;6,746;80,782;1441;728;0,17;6,75;80,779;1430.0;37,8;Metamorphic;2110.0;17.0;57.0;0,056335;No;Temperate;38,4;5,41
1133;Vanacker et al., 2007, Sri Lanka;BO-F2F;6,766;80,754;1361;1156;1,54;6,754;80,752;1379.0;27,3;Metamorphic;2265.0;20.0;64.0;0,056335;No;Temperate;36,9;4,4
1134;Vanacker et al., 2007, Sri Lanka;BO-F1;6,725;80,76;1033;638;0,86;6,721;80,754;1029.0;24,2;Metamorphic;2375.0;21.0;35.0;0,056335;No;Temperate;41,7;6,51
1135;Vanacker et al., 2007, Sri Lanka;ESP-5;6,72;80,78;1447;1548;19,05;6,758;80,792;1490.0;26,4;Metamorphic;2134.0;18.0;58.0;0,056335;No;Temperate;34,71;3,85
1136;Vanacker et al., 2007, Sri Lanka;ESP-3;6,732;80,815;1223;1276;2,67;6,743;80,814;1242.0;25,7;Metamorphic;2100.0;20.0;67.0;0,056335;No;Temperate;34,6;4,16
1137;Vanacker et al., 2007, Sri Lanka;BO-R2F;6,757;80,762;2069;1186;23,01;6,793;80,793;2077.0;11,1;Metamorphic;2002.0;15.0;80.0;0,056335;No;Temperate;12,2;1,26
1139;Vance et al., 2003, Himalayas, India;AK95;30,984;79,894;4875;4870;1676,03;30,775;79,907;4942.0;15,8;Mixed;811.0;-2.0;7.0;3,030788;Yes;Cold;2058,12;272,69
1140;Vance et al., 2003, Himalayas, India;AK82;30,524;79,503;4724;6162;4640,64;30,695;79,729;4856.0;17,7;Mixed;936.0;-1.0;9.0;3,59449;Yes;Temperate;4537,48;640,7
1141;Vance et al., 2003, Himalayas, India;AK126;30,229;78,773;3537;7056;10583,9;30,5;79,516;3961.0;16,6;Mixed;1198.0;6.0;23.0;3,69274;Yes;Temperate;3010,17;468,17
1142;Vance et al., 2003, Himalayas, India;AK124A;30,146;78,599;3530;6321;7638,09;30,83;78,776;4015.0;14,7;Mixed;1179.0;5.0;24.0;3,01797;Yes;Temperate;1813,78;251,48
1143;Vance et al., 2003, Himalayas, India;AK43;30,122;78,313;3198;7265;21697,9;30,546;79,133;3735.0;14,9;Mixed;1264.0;7.0;26.0;3,47133;Yes;Temperate;1614,89;212,87
1144;Vance et al., 2003, Himalayas, India;AK36;30,12;78,311;3198;7265;21698,8;30,546;79,133;3735.0;14,9;Mixed;1264.0;7.0;26.0;3,47133;Yes;Temperate;1581,74;369,54
1146;von Blanckenburg et al., 2005, Sr Lanka;GH(F)-1;7,119;80,693;1568;247;0,36;7,12;80,695;1571.0;17,2;Metamorphic;2654.0;18.0;31.0;0,05675;No;Tropical;6,78;0,67
1147;von Blanckenburg et al., 2005, Sr Lanka;GH(F)-2;7,117;80,693;1584;191;0,31;7,119;80,695;1581.0;16,5;Metamorphic;2654.0;18.0;31.0;0,05675;No;Tropical;3,81;0,33
1148;von Blanckenburg et al., 2005, Sr Lanka;HG(F)-3;6,926;80,817;1875;409;10,66;6,935;80,8;1876.0;8,7;Metamorphic;2058.0;16.0;54.0;0,056335;No;Temperate;9,59;0,79
1149;von Blanckenburg et al., 2005, Sr Lanka;HG(F)-4;6,931;80,808;1875;389;7,74;6,935;80,796;1876.0;8;Metamorphic;2054.0;16.0;46.0;0,056335;No;Temperate;9;0,74
1150;von Blanckenburg et al., 2005, Sr Lanka;KN(F)-1;7,365;80,831;1453;331;0,4;7,368;80,832;1456.0;19,3;Metamorphic;2320.0;19.0;80.0;0,05675;No;Tropical;17,71;1,67
1151;von Blanckenburg et al., 2005, Sr Lanka;KN(F)-2;7,366;80,83;1448;160;0,04;7,366;80,83;1450.0;30,1;Metamorphic;2368.0;19.0;59.0;0,05675;No;Tropical;18,07;1,59
1152;von Blanckenburg et al., 2005, Sr Lanka;KN(F)-3;7,366;80,83;1556;209;0,06;7,368;80,829;1558.0;30,3;Metamorphic;2234.0;17.0;80.0;0,05675;No;Tropical;19,24;1,6
1153;von Blanckenburg et al., 2005, Sr Lanka;KN(F)-5;7,366;80,83;1449;57;0,02;7,367;80,83;1448.0;28;Metamorphic;2368.0;19.0;69.0;0,05675;No;Tropical;14,87;1,25
1154;von Blanckenburg et al., 2005, Sr Lanka;KN(F)-6;7,366;80,829;1567;131;0,02;7,367;80,828;1568.0;23,6;Metamorphic;2301.0;18.0;69.0;0,05675;No;Tropical;25,94;2,66
1155;von Blanckenburg et al., 2005, Sr Lanka;KN(F)-7;7,364;80,83;1339;38;0,02;7,363;80,83;1339.0;17,2;Metamorphic;2368.0;19.0;59.0;0,05675;No;Tropical;12,5;1,22
1156;von Blanckenburg et al., 2005, Sr Lanka;KN(F)-10;7,364;80,832;1427;365;0,68;7,366;80,832;1430.0;18,6;Metamorphic;2334.0;19.0;59.0;0,05675;No;Tropical;24,07;2,54
1157;von Blanckenburg et al., 2005, Sr Lanka;KN(F)-11;7,363;80,829;1324;31;0,02;7,362;80,83;1323.0;13,2;Metamorphic;2368.0;19.0;59.0;0,05675;No;Tropical;19,29;1,81
1159;Wittmann et al., 2007, Italy? Samples start with Mag;1;46,223;8,741;1387;1848;7,22;46,243;8,76;1446.0;30,2;Metamorphic;1399.0;5.0;29.0;0,787868;No;Cold;377,51;84,58
1160;Wittmann et al., 2007, Italy? Samples start with Mag;2;46,253;8,713;1474;1827;18,97;46,271;8,738;1523.0;35,4;Metamorphic;1427.0;5.0;41.0;0,620336;No;Cold;334,75;62,12
1161;Wittmann et al., 2007, Italy? Samples start with Mag;;46,288;8,532;1879;1846;54,83;46,276;8,464;1918.0;26,6;Metamorphic;1600.0;2.0;44.0;0,620336;No;Polar;1038,21;285,5
1162;Wittmann et al., 2007, Italy? Samples start with Mag;8;46,34;8,608;1936;2784;121,37;46,393;8,525;2028.0;29,2;Metamorphic;1670.0;1.0;28.0;0,452803;No;Polar;775,72;167,74
1163;Wittmann et al., 2007, Italy? Samples start with Mag;10;46,389;8,667;1988;2279;30,43;46,399;8,711;2039.0;31,9;Metamorphic;1637.0;1.0;24.0;0,452803;No;Polar;688,89;132,66
1164;Wittmann et al., 2007, Italy? Samples start with Mag;2-Nov.;46,3;8,617;1820;2835;450,71;46,375;8,573;1901.0;29,5;Metamorphic;1605.0;2.0;37.0;0,452803;No;Polar;722,75;138,36
1165;Wittmann et al., 2007, Italy? Samples start with Mag;4-Nov.;46,242;8,711;1727;2913;544,53;46,358;8,591;1821.0;29,9;Metamorphic;1570.0;3.0;40.0;0,452803;No;Polar;747,76;134,91
1166;Wittmann et al., 2007, Italy? Samples start with Mag;13;46,448;8,526;2505;911;9,81;46,458;8,504;2514.0;23,6;Metamorphic;1953.0;-2.0;6.0;0,452803;No;Polar;709,32;133,43
1167;Wittmann et al., 2007, Italy? Samples start with Mag;16;46,395;8,656;1978;2129;118,95;46,443;8,621;2023.0;28,9;Metamorphic;1676.0;1.0;28.0;0,452803;No;Polar;985,63;279,89
1168;Wittmann et al., 2007, Italy? Samples start with Mag;17;46,409;8,642;1976;2053;46,43;46,429;8,588;2026.0;29,7;Metamorphic;1681.0;1.0;26.0;0,452803;No;Polar;323,41;53,48
1169;Wittmann et al., 2007, Italy? Samples start with Mag;18;46,447;8,666;2104;1317;7,34;46,458;8,691;2126.0;28,7;Metamorphic;1723.0;0.0;16.0;0,452803;No;Polar;539;85,8
1170;Wittmann et al., 2007, Italy? Samples start with Mag;Anza;46,023;8,262;1782;4260;257,88;45,972;8,064;1930.0;30,8;Metamorphic;1492.0;3.0;40.0;0,881444;No;Cold;817,77;285,49
1171;Wittmann et al., 2007, Italy? Samples start with Mag;Sesia;45,812;8,256;1599;4066;619,29;45,839;8,065;1712.0;29,5;Metamorphic;1366.0;4.0;50.0;0,881444;No;Cold;464,52;99,21
1172;Wittmann et al., 2007, Italy? Samples start with Mag;Toce;46,146;8,309;1893;3018;373,14;46,324;8,347;2007.0;27,2;Metamorphic;1644.0;2.0;34.0;0,776265;No;Polar;1042,64;220,87
1173;Wittmann et al., 2007, Italy? Samples start with Mag;Verz;46,253;8,843;1655;2230;170,77;46,319;8,798;1720.0;31,7;Metamorphic;1495.0;3.0;39.0;0,452803;No;Cold;545,69;117,88
1174;Wittmann et al., 2007, Italy? Samples start with Mag;Mela1;46,14;8,583;1336;1827;112,58;46,138;8,488;1386.0;25;Metamorphic;1375.0;5.0;60.0;0,787868;No;Polar;1178,4;256,6
1175;Wittmann et al., 2007, Italy? Samples start with Mag;Mela2;46,177;8,704;1227;2116;172,5;46,271;8,738;1523.0;26,5;Metamorphic;1358.0;6.0;66.0;0,787868;No;Polar;1145,98;505,02
1176;Wittmann et al., 2007, Italy? Samples start with Mag;Mela3;46,181;8,711;1341;2272;320,47;46,177;8,555;1403.0;27,8;Metamorphic;1395.0;5.0;63.0;0,787868;No;Polar;556,92;130,72
1177;Wittmann et al., 2007, Italy? Samples start with Mag;Lonza;46,402;7,783;2550;2479;104,62;46,441;7,859;2618.0;28,9;Mixed;2029.0;-2.0;6.0;0,982944;No;Polar;1677,54;459,02
1178;Wittmann et al., 2007, Italy? Samples start with Mag;Gren;46,375;8,101;1924;1866;5,73;46,353;8,107;1996.0;32,5;Metamorphic;1643.0;1.0;40.0;0,982944;No;Polar;1262,97;465,37
1179;Wittmann et al., 2007, Italy? Samples start with Mag;Chie;46,503;8,307;2363;2245;153,67;46,532;8,373;2418.0;24,5;Mixed;1925.0;-1.0;11.0;0,452803;No;Polar;840,94;225,89
1180;Wittmann et al., 2007, Italy? Samples start with Mag;Furka;46,588;8,494;2488;1838;28,79;46,592;8,443;2522.0;24,3;Mixed;2015.0;-2.0;6.0;0,452803;No;Polar;1379,5;267,57
1181;Wittmann et al., 2007, Italy? Samples start with Mag;Tic;46,52;8,561;2181;1866;80,68;46,494;8,485;2218.0;26,1;Metamorphic;1813.0;0.0;18.0;0,452803;No;Polar;772,07;176,92
1182;Wittmann et al., 2007, Italy? Samples start with Mag;Reuss;46,827;8,641;2103;3137;662,03;46,696;8,595;2188.0;29,4;Mixed;1838.0;0.0;19.0;0,452803;No;Polar;1504,45;604,31
1183;Wittmann et al., 2007, Italy? Samples start with Mag;Klem;47,043;8,206;1075;1819;443,36;46,958;8,067;1117.0;16,1;Sedimentary;1349.0;6.0;64.0;0,918999;No;Polar;450,62;107,98
1184;Wittmann et al., 2007, Italy? Samples start with Mag;Buetsch1;46,847;7,407;883;328;12,81;46,843;7,441;884.0;10,3;Sedimentary;1096.0;6.0;22.0;0,519126;No;Polar;117,72;21,45
1185;Wittmann et al., 2007, Italy? Samples start with Mag;Buetsch2;46,84;7,438;923;259;5,01;46,835;7,456;924.0;9,2;Sedimentary;1125.0;6.0;30.0;0,519126;No;Polar;104,65;13,84
1186;Wittmann et al., 2007, Italy? Samples start with Mag;Emme;47,047;7,633;978;1624;694,11;46,922;7,804;1005.0;14,2;Sedimentary;1229.0;6.0;64.0;0,795708;No;Polar;253,61;35,2
1187;Wittmann et al., 2007, Italy? Samples start with Mag;Wasen;47,043;7,795;1012;590;14,64;47,016;7,837;1016.0;17,7;Sedimentary;1265.0;6.0;75.0;0,855054;No;Polar;278,35;63,01
1188;Wittmann et al., 2007, Italy? Samples start with Mag;Taf;46,882;7,302;705;293;21,91;46,826;7,248;1878.0;6,9;Sedimentary;988.0;7.0;14.0;0,519126;No;Polar;369,64;51,4
1189;Wittmann et al., 2007, Italy? Samples start with Mag;Sense;46,825;7,32;1292;1520;162;46,708;7,329;1322.0;17,7;Sedimentary;1349.0;4.0;62.0;0,519126;No;Polar;273,98;56,95
1191;Wittmann et al., 2009, Bolivia;BE1;-14,527;-67,497;2192;6204;70436,5;-15,804;-67,497;2629.0;14,8;Mixed;1296.0;16.0;50.0;1,850491;No;Temperate;362,74;63,77
1192;Wittmann et al., 2009, Bolivia;BE2;-14,284;-67,474;2179;6221;70933,2;-15,789;-67,67;2567.0;20,5;Mixed;1300.0;16.0;51.0;1,850491;No;Temperate;597,34;122,06
1193;Wittmann et al., 2009, Bolivia;BE3a;-13,571;-67,353;2112;6237;73536,7;-15,727;-67,669;2521.0;19,9;Mixed;1317.0;17.0;51.0;1,850491;No;Temperate;416,03;60,8
1194;Wittmann et al., 2009, Bolivia;BE4a;-13,119;-67,185;2086;6249;74529,8;-15,695;-67,664;2504.0;19,6;Mixed;1322.0;17.0;52.0;1,850491;No;Temperate;192,49;26,88
1195;Wittmann et al., 2009, Bolivia;BE7;-12,512;-66,95;1737;6267;92665,6;-15,247;-67,712;2248.0;16,4;Mixed;1428.0;18.0;54.0;1,687657;No;Temperate;453,24;72,4
1196;Wittmann et al., 2009, Bolivia;BE8a;-12,078;-66,882;1716;6267;93926,4;-15,208;-67,702;2232.0;16,2;Mixed;1431.0;19.0;54.0;1,687657;No;Temperate;320,15;47,14
1197;Wittmann et al., 2009, Bolivia;BE10a;-11,559;-66,677;1551;6301;105294;-14,947;-66,677;2142.0;14,6;Mixed;1448.0;19.0;54.0;1,532588;No;Tropical;261,17;30,2
1198;Wittmann et al., 2009, Bolivia;BE12a;-11,212;-66,249;1467;6301;112166;-14,763;-66,249;2072.0;13,8;Mixed;1453.0;20.0;55.0;1,495936;No;Tropical;258,08;69,07
1199;Wittmann et al., 2009, Bolivia;MD15a;-11,112;-66,416;858;5967;126915;-12,61;-69,815;1428.0;8,5;Mixed;2353.0;22.0;67.0;1,192574;No;Temperate;353,67;207,91
1200;Wittmann et al., 2009, Bolivia;OR16b;-10,82;-66,11;281;428;33680,1;-11,468;-68,969;244.0;2,3;Mixed;1885.0;25.0;78.0;1,068783;No;Tropical;33,57;4,21
1201;Wittmann et al., 2009, Bolivia;BE17a;-10,55;-66,6;1017;6301;279953;-13,323;-68,694;1622.0;9,7;Mixed;1915.0;22.0;63.0;1,291678;No;Temperate;221,94;43,41
1202;Wittmann et al., 2009, Bolivia;GR25a;-18,609;-65,162;3311;3567;24866,2;-18,222;-66,022;3392.0;10,9;Mixed;578.0;12.0;11.0;2,04833;Yes;Arid;141,69;13,52
1203;Wittmann et al., 2009, Bolivia;PIR18;-18,082;-63,457;1392;2101;1652,7;-18,235;-63,457;1437.0;18;Mixed;799.0;20.0;76.0;1,222435;No;Arid;508,41;177,47
1204;Wittmann et al., 2009, Bolivia;GR19b;-18,909;-63,41;2518;4745;59026,8;-18,529;-65,106;2709.0;14;Mixed;665.0;16.0;32.0;1,915698;No;Temperate;602,11;90,52
1205;Wittmann et al., 2009, Bolivia;CHA23a;-16,974;-65,414;2418;4382;4950,91;-17,215;-65,414;2701.0;21,5;Mixed;1704.0;16.0;33.0;1,841031;No;Temperate;247,53;36,06
1206;Wittmann et al., 2009, Bolivia;MAN15b;-14,864;-66,738;490;1836;3622,43;-15,45;-66,738;534.0;9,1;Mixed;1976.0;24.0;76.0;1,01757;No;Tropical;419,93;110,94
1207;Wittmann et al., 2009, Bolivia;ICH21a;-16,841;-64,787;901;3966;7056,05;-17,406;-64,523;1095.0;12;Mixed;2000.0;22.0;63.0;1,358547;No;Tropical;393,45;88,43
1208;Wittmann et al., 2009, Bolivia;GR17b;-17,655;-62,777;2297;4783;66342,8;-18,501;-64,89;2558.0;12,8;Mixed;692.0;16.0;34.0;1,786923;No;Temperate;498,55;97,88
1209;Wittmann et al., 2009, Bolivia;16-März;-14,864;-64,99;1085;4934;198532;-17,252;-64,325;1560.0;7,3;Mixed;1477.0;21.0;52.0;1,251676;No;Tropical;725,26;289,92
1210;Wittmann et al., 2009, Bolivia;MAR18a;-10,808;-65,346;584;4952;467143;-15,175;-64,068;975.0;4,1;Mixed;1516.0;23.0;59.0;0,842297;No;Tropical;117,52;42,12
1211;Wittmann et al., 2009, Bolivia;MAD19a;-10,229;-65,281;728;6309;770668;-14,409;-65,787;1232.0;6;Mixed;1662.0;23.0;60.0;0,995375;No;Tropical;169,28;25,14
1212;Wittmann et al., 2009, Bolivia;MAD20a;-8,77;-63,909;689;6349;828386;-14,112;-65,781;1185.0;5,8;Mixed;1674.0;23.0;61.0;2,103787;Yes;Tropical;186,22;23,33
